index,text,label,agreement,num_votes,sample_set
train_10_11,"Cop killed as CPM , Cong fight it with bombs now - Indian Express Express News Service , Express News Service : Kolkata , Sun May 17 2009 , 03:30 hrs A police sub-inspector was killed and one person was shot dead after clashes broke out between Congress and CPM supporters in Murshidabad district on the counting day .",1,1,5,train_10
train_10_12,Police said fighting broke out in Charbatan area in Murshidabad constituency even as the results were being declared .,0,0.8,5,train_10
train_10_13,"SI Gopal Mondal , who was part of the police team that rushed to the spot , was killed by a crude bomb explosion .",1,1,5,train_10
train_10_14,"Both sides were raining bombs on each other and Mondal was hit by one of the bombs , "" Murshidabad district magistrate Pervez Ahmed Siddiqui said .",1,0.8,5,train_10
train_10_15,"In other incidents of violence on Saturday , four persons were injured and over 20 vehicles set ablaze when clashes broke out between CPM and Trinamool Congress supporters in Siuri under Birbhum Lok Sabha constituency .",1,0.8,5,train_10
train_10_16,Police said the clashes took place after actor-turned-politician Satabdi Roy of the Trinamool was declared winner from the constituency after defeating the CPM 's Braja Mukherjee .,1,1,5,train_10
train_10_17,"Meanwhile , slamming the Left Front government for failing to maintain law and order , Trinamool chief Mamata Banerjee said CPM cadres had unleashed terror after facing a crushing defeat in the polls .",1,0.8,5,train_10
train_10_18,"Earlier in the day , Naidu along with left party leaders G Mallesh ( CPI ) , J Ranga Reddy ( CPM ) and others , participated in a big rally from the Goshamahal stadium to the State Assembly on farmers ’ issues .",0,1,5,train_10
train_10_19,The workers had embarked on a wildcat strike demanding better working conditions .,1,0.6,5,train_10
train_10_20,"`` Cosatu has learned that the mine has since terminated the contract of the service provider after the strike , leaving the workers unemployed . ''",1,0.8,5,train_10
train_10_21,"And these steps will include the arrest and trial of Hafiz Saeed , investigation of and action against the perpetrators of the Mumbai terror attack , and clear cut measures against the terror groups operating in and out of Pakistan .",0,0.8,5,train_10
train_10_22,"Knee-jerk responses and law and order measures simply will not work , and one can only wonder at a government that does not see the hurt and the pain behind the agitations in the Valley and continues to insist that the demonstrations are all the handiwork of terror groups .",0,1,5,train_10
train_10_23,Rath interacted with the affected farmers who were yet to get compensation despite repeated agitation over the issue .,0,1,5,train_10
train_10_24,"Yes , the autorickshaws had gone off the City roads for a day long strike and for daily commuters , it was a hard day but for many others , it was a day free of pollution and road hazards .",1,1,5,train_10
train_10_25,The autorickshaw federation had given a call for the strike over the absence of parking lots and introduction of city bus service under the JNNURM .,1,0.8,5,train_10
train_10_26,"The operators , who gheraoed the office of Bhubaneswar Municipal Corporation , said that they have been facing wrath of police over illegal parking although no such zones have been identified for them as yet .",1,0.8,5,train_10
train_10_27,"Another ‘ TP ’ issue may also leave a blot on the CPM , as public opinion is heavily pitted against the assault made upon former diplomat T P Srinivasan by SFI activists .",0,0.6,5,train_10
train_10_28,"ADILABAD : Schoolchildren visit hunger strike camp August 06 , 2011 00:00 IST Hundreds of schoolchildren visited the relay hunger strike camp in front of the Collectorate here on Friday to express solidarity with the agitating activists of Telangana Rashtra Samiti ( TRS ) .",1,0.8,5,train_10
train_10_29,The protesters staged the hunger strike in response to a call by the Telangana Joint Action Committee ( T-JAC ) to pressurise the government on the demand for separate Telangana .,1,1,5,train_10
train_10_30,"Appeal to Fill Physical Education Teacher posts 29th May 2014 10:24 AM CHENNAI : Tamil Nadu Physical Education Teachers Association members staged a protest in front of the Teachers Recruitment Board on College Road , asking the State government to fill 1,500 vacant posts across the State , here on Wednesday .",1,0.5,4,train_10
train_10_31,"Teachers from Dindigul , Vellore , Villupuram , and Kancheepuram participated in the protest headed by S Sankara Perumal , State president , TN Physical Education Teachers Association .",0,1,5,train_10
train_10_32,"Hong Kong police have come under criticism for charging protesters in a mass transit station in Yuen Long , where some were resting or preparing to leave after clashes with police on Saturday .",1,0.6,5,train_10
train_10_33,"In scenes that protesters and critics said were reminiscent of an attack on commuters by suspected triad gangs last week , police fired tear gas and rushed into the station shortly before 10pm .",0,0.6,5,train_10
train_10_34,Some protesters attempted to fight back with fire extinguishers .,0,0.8,5,train_10
train_10_35,"The criticism comes as the city prepared on Sunday for its third consecutive day of mass civil dissent , following Saturday ’ s rally in Yuen Long and an 11-hour-sit-in at the Hong Kong airport on Friday .",1,0.6,5,train_10
train_10_36,Images have begun circulating online of the elite tactical squad rushing into the station next to photos of a group of men in white who stormed the same station the previous Sunday .,0,1,4,train_10
train_10_37,"The suspected triads had chased commuters , some of whom were protesters returned from an anti-government demonstration that day , beating them with wooden and metal rods .",0,0.6,5,train_10
train_10_38,"In a press briefing in the early hours of Saturday , the police said protesters were throwing fire extinguishers from a bridge at officers below .",0,1,5,train_10
train_10_39,Hong Kong has been plunged into political crisis as citizens have taken to the streets every weekend for almost two months to demonstrate against their government .,1,0.8,5,train_10
train_10_40,The police did not grant a permit for the march – the second time authorities have rejected a protest request – following a ban on the Saturday rally in Yuen Long .,0,0.75,4,train_10
train_10_41,"On Sunday , one of the organisers of the Yuen Long rally , Max Chung was arrested by police on suspicion of inciting an illegal assembly .",1,1,5,train_10
train_10_42,"So we are asking people to come out because it may be the last time that we are going to have a peaceful and lawful protest in Hong Kong , ” said one of the organisers of the rally .",1,0.8,5,train_10
train_10_43,"It ’ s already been two months since the first protest ... but I guess people are not going to give up or rest until we legitimately have freedom and democracy , ” she said .",1,0.8,5,train_10
train_10_44,"HYDERABAD Protests mark Rohith ’ s death anniversary January 18 , 2017 00:00 IST : Protests rocked the University of Hyderabad on the first death anniversary of Rohith Vemula , research scholar who committed suicide on January 17 , 2016 .",1,0.8,5,train_10
train_10_45,"While a large gathering of students mobilised from across the campus thronged Rohith Stupa , a concrete structure erected last year in his memory , the police and university security guards prevented the entry of more protesters on the campus by barricading all entrances to the university .",1,0.6,5,train_10
train_10_46,The event was held at the main entrance of UoH amid tight security .,0,1,5,train_10
train_10_47,"Slogans were raised , demanding punishment to the ‘ culprits ’ behind his suicide .",1,0.8,5,train_10
train_10_48,"Though the university authorities had denied permission for the event and had asked heads of all departments to conduct classes , student protesters from the Tata Institute of Social Sciences , Mumbai , Jawaharlal Nehru University , and Osmania University managed to get into the varsity in advance .",0,0.8,5,train_10
train_10_49,"The meet witnessed the forceful opening of university gates by student protesters who were joined by Jaan Mohammed Saifi , brother of Akhlaq who was killed in Dadri , Uttar Pradesh , for allegedly consuming beef , and Radhika Vemula , mother of Rohith Vemula .",1,0.6,5,train_10
train_10_50,"Family of the student who went missing from JNU , Najeeb , and victims of caste atrocities in Una , Gujarat , Piyush Sarvaiya , Ramesh Sarvaiya and Jeetu Sarvaiya , also attended the event to offer solidarity .",1,0.6,5,train_10
train_10_51,"Speaking at the meet , Radhika Vemula , who was accompanied by Raja Vemula , Rohith ’ s brother , asked students to never give up on their lives .",0,1,5,train_10
train_10_52,The meet called ‘ Rohith Vemula Shahadath Din ’ was inaugurated with students reading out the suicide note of Vemula .,0,1,5,train_10
train_10_53,A section of faculty members of UoH also held a march on the campus in solidarity with the students .,0,0.6,5,train_10
train_10_54,Leaders of the NSUI and the Students Islamic Organisation too participated in the event .,0,1,5,train_10
train_10_55,"Afzal Guru hanging : Curfew re-imposed in Kashmir Valley - Indian Express PTI , PTI : Srinagar , Fri Feb 15 2013 , 10:56 hrs Apprehending law and order problem , authorities have imposed curfew in Kashmir Valley to foil any plans of separatist groups to stage a march to Eidgah graveyard in memory of Parliament attack convict Mohammad Afzal Guru .",1,0.8,5,train_10
train_10_56,Three persons died and over 50 others were injured in clashes between protestors and law enforcing agencies after Guru was hanged last Saturday .,1,1,5,train_10
train_10_57,"Talking to journalists at the party headquarters here on Thursday , Mr. Singh was critical of the manner in which last year ’ s Muzaffarnagar communal violence were presented by the Opposition parties .",0,0.6,5,train_10
train_10_58,"Refusing to comment on Rashtriya Lok Dal president and Civil Aviation Minister Ajit Singh ’ s criticism of the State government in this regard , Mr. Mulayam Singh said the riots were controlled within two days .",0,1,5,train_10
train_10_59,"Referring to the relief and rehabilitation measures taken by the State government for the riot victims , Mr. Singh said jobs and Rs .10 lakh each were given to the next of the kin of the deceased and Rs .2 lakh for relocating displaced persons .",0,0.6,5,train_10
train_10_60,"In an obvious reference to the Gujarat riots and the communal violence in Meerut , Maliana and Moradabad when the Congress was in power in Uttar Pradesh , the SP chief said the riot victims in Muzaffarnagar were given more assistance than the riot-hit in Gujarat and other places .",0,1,5,train_10
train_10_61,"“ Muzaffarnagar riots were controlled in two days … which is a first in India ” Victims got more assistance than those in Gujarat and other places , he says",0,0.75,4,train_10
train_10_62,"Telangana Bandh : Schools , colleges remain shut 07th January 2011 11:01 AM HYDERABAD : Schools and colleges remained closed at many places in Telangana region of Andhra Pradesh today following a shutdown call given by the Telangana Joint Action Committee ( JAC ) to protest the alleged lathicharge on students at Osmania University here .",1,1,5,train_10
train_10_63,The JAC called for shutdown of educational institutions in the region against the alleged police action at the varsity yesterday .,1,0.8,5,train_10
train_10_64,The students were agitating against the Srikrishna Committee recommendations on the Telangana issue .,1,0.6,5,train_10
train_10_65,Fiona Cincotta said it was a sign that Star ’ s launch “ seemingly sucking out interest and liquidity from the other markets. ” Investors were also reacting to anti-government protests over the weekend .,0,0.6,5,train_10
train_10_66,"More than 400,000 people joined a pro-democracy march on the streets of Hong Kong on Sunday afternoon , amid anger over an extradition bill and violent police tactics aimed at protesters .",1,0.6,5,train_10
train_10_67,"The march descended into chaos , with police firing teargas and masked men attacking protesters at a train station after the march .",1,0.8,5,train_10
train_10_68,Maoists Set Constable ’ s House on Fire 10th May 2011 09:27 AM MALKANGIRI : Maoists on Sunday night set afire the house of a constable Sukra Madhi of Gagrimetla village under Gompakonda gram panchayat .,0,0.8,5,train_10
train_10_69,Police said 50 armed Maoists along with their supporters barged into Madhi ’ s house under Kalimetla police limits and asked the family members to vacate .,0,0.8,5,train_10
train_10_70,The rebels then ransacked the house before setting it on fire .,0,1,5,train_10
train_10_71,"KERALA Healthy protest For better care : BJP councillors sitting on a dharna on Friday in front of the Palakkad municipal office demanding urgent steps for sanitation , cleaning , and waste management to prevent the spread of communicable diseases in the municipal areas .",1,0.6,5,train_10
train_10_72,One of the men who led the strike at Lonmin 's platinum mine in August 2012 denied on Monday that he played any part in the fatal attacks that occurred .,0,0.6,5,train_10
train_10_73,"Testifying before the Farlam Commission of Inquiry in Centurion , Xolani Nzuza disputed the evidence of a witness known as Mr X. Mr X had testified that Nzuza was present when two security guards and National Union of Mineworkers shopsteward , Isaiah Twala , were killed during the unrest .",0,0.6,5,train_10
train_10_74,"According to Mr X , Twala was killed amid suspicions that he was a spy .",0,0.5,4,train_10
train_10_75,Nzuza earlier testified he was initially part of the National Union of Mineworkers but had joined rival union Amcu several years before the unrest after disagreements about payouts NUM-affiliates were meant to receive .,1,0.8,5,train_10
train_10_76,Mathunjwa telephonically just two days before the shooting .,0,1,5,train_10
train_10_77,"Nzuza on Monday denied this happened , and said he never saw Mr X during the unrest .",0,0.8,5,train_10
train_10_78,"The commission , chaired by retired judge Ian Farlam , is investigating the deaths of 44 people killed during the strike-related unrest .",1,0.8,5,train_10
train_10_79,"Thirty-four people , mostly striking mineworkers , were shot dead in a clash with police .",1,0.8,5,train_10
train_10_80,"OTHER STATES Oust CPI(M) from Bengal by 2011 : Mamata July 22 , 2009 00:00 IST Staff Reporter Holds mammoth rally to celebrate victory in Lok Sabha polls KOLKATA : Enthused by her party ’ s landslide victory in the 15th Lok Sabha elections and setting her sights on the forthcoming West Bengal Assembly elections in 2011 , Railway Minister and Trinamool Congress chief Mamata Banerjee urged party supporters here on Tuesday to adopt a “ positive and constructive role to oust the Communist Party of India ( Marxist ) from State politics in 2011 . ” Addressing a mammoth rally in memory of the Youth Congress supporters killed by the police at a protest rally on this day 16 years ago as well as to celebrate the victory in the Lok Sabha elections , Ms. Banerjee said : “ The Trinamool Congress is no more a mere opposition party in State politics .",1,0.75,4,train_10
train_10_81,"Just as in the recent Lok Sabha elections , we have to defeat the CPI(M) in the Assembly elections too … And we will remove them democratically and politically , without any violence . ” Many Trinamool supporters from all over the State congregated at the rally despite the rain .",0,0.8,5,train_10
train_10_82,She offered homage to the victims of violence during the agitations at Singur and Nandigram .,0,0.8,5,train_10
train_10_83,"Virtually kicking off her Assembly election campaign at the rally , she promised to bring about a holistic change in the fields of infrastructure , health , education and employment , if the Trinamool Congress came to power in the State .",1,0.8,5,train_10
train_10_84,"Setting ablaze the court room in Kollam and an offset press at Manvila require more skill and guidance from fundamentalist outfits . """,0,1,5,train_10
train_10_85,Four students appeared in court on Monday for allegedly removing street signs .,1,1,5,train_10
train_10_86,Potchefstroom 's proposed name change did not sit well with some residents who have been removing new signs and dumping them in the Vaal River or defacing them .,0,0.6,5,train_10
train_10_87,"THIRUVANANTHAPURAM Hold talks to end doctors ’ agitation : VS June 03 , 2013 00:00 IST : Leader of the Opposition V.S. Achuthanandan has asked the government to hold talks with striking doctors to end the agitation .",1,0.6,5,train_10
train_10_88,The doctors ’ strike should be settled through talks and medicines should be distributed in hospitals .,0,0.8,5,train_10
train_10_89,"ABVP men manhandle Datta Rane for favouring politicians Posted : Mon Nov 02 1998 IST PUNE , OCT 31 : High drama ensued today as Maharashtra Higher and Technical Education Minister Datta Rane was jostled by activists of Akhil Bharatiya Vidyarthi Parishad ( ABVP ) at a public function .",0,0.6,5,train_10
train_10_90,"For the BJP minister , the action came from unexpected quarters because the ABVP , like the party , is an arm of the Sangh Parivar .",1,0.75,4,train_10
train_10_91,"The activists virtually held the Minister in their custody for over twenty minutes on the dais , chanting slogans against the State 's controversial decision to grant permission to new Bachelor of Computer Science ( BCS ) colleges run by some politicians and influential education barons .",1,0.6,5,train_10
train_10_92,The incident occurred when Rane began to read out his speech at the inauguration of the third convention of Maharashtra-Goa section of Indian Society for Technical Education beingheld at Cusrow Wadia Institute of Technology .,0,0.8,5,train_10
train_10_93,"In what seem a well-orchestrated plan , ABVP activists rushed to the stage , pushed the Minister aside and grabbed .",0,1,5,train_10
train_10_94,"As the personal bodyguard of Rane , a police officer and two police constables , watched helplessly , the activists raised slogans and called for immediate cancellation of the inauguration ceremony .",1,0.6,5,train_10
train_10_95,"As the events unfolded on the dais , the invitees -- those present included Director of Forbes Marshall Farhad Forbes , Dr N R Shetty , president ISTE , State technical education director P K Patil -- and organisers , senior office-bearers of ISTE found themselves in a tangle .",0,0.6,5,train_10
train_10_96,"As pandemonium reigned , a police team escorted Rane to the Principal 's room where the Minister held discussions with the ABVP office-bearers .",1,0.5,4,train_10
train_10_97,"Kingfisher pilots go on strike 15th July 2012 10:44 AM Kingfisher Airlines ’ last nail in the coffin came on Saturday morning when a large section of employees , including pilots , engineers and ground staff , struck work , disrupting a major chunk of its daily schedule .",1,1,5,train_10
train_10_98,"In an early morning note on Saturday , Kingfisher announced the cancellations of at least 40 flights across its already crippled network owing to the decision of employees to strike work in view of the unpaid salaries that were promised on Friday .",1,1,5,train_10
train_10_99,"Despite this , a section of employees have decided to stay at home , ” said a statement from the airline .",0,1,5,train_10
train_10_100,"Hong Kong Baptist University protest Contrite but undeterred , suspended students look back on Hong Kong Baptist University Mandarin saga Andrew Chan denies pro-independence leanings , while Lau Tsz-kei refuses to apologise for angry protest which sparked weeks of acrimony on campus PUBLISHED : Saturday , 03 February , 2018 , 3:02pm Mandarin , the language of independence 5 Apr 2018 After weeks of protests , anger and even death threats over a Mandarin language exam at Baptist University , campus seemed to have calmed down by the end of this week , when the school announced it was lifting the suspensions of two students , after the pair apologised to affected staff .",1,1,5,train_10
train_10_101,"Speaking this week , student union president Lau Tsz-kei and Year Five Chinese medicine student Andrew Chan Lok-hang said their one-week ban from attending classes , and the public scrutiny during the row , would not stop them fighting to improve school policies .",1,1,5,train_10
train_10_102,They were among about 30 students who stormed the school ’ s language centre on January 17 to demand more transparency for an exemption test introduced last year for a compulsory Mandarin module .,1,1,3,train_10
train_10_103,"A week after the fracas in the language centre , the school launched an investigation into Lau and Chan , then suspended the pair before the probe was over .",1,0.6,5,train_10
train_10_104,"Chan in particular became a public enemy for many mainlanders , with hundreds of death threats sent to his Facebook account and to a Guangzhou hospital where he was doing an internship .",0,0.8,5,train_10
train_10_105,"Chan reported the threats to police , who said they would increase patrols near his home .",1,1,4,train_10
train_10_106,"Expletive-laden posters insulting Baptist University head put up on Hong Kong campuses But Chan vehemently denied that claim , saying he was merely interested in fighting for students ’ rights and preserving Cantonese .",0,0.8,5,train_10
train_10_107,"The other central figure in the episode , Lau said he accepted the criticism about how he handled the initial protest and acknowledged he could do better .",1,0.6,5,train_10
train_10_108,"But he would not apologise for the protest , saying students ’ voices need to be heard .",1,0.8,5,train_10
train_10_109,"I saw university students taking part in social movements and how universities are a place where there is the value of common governance by both teachers and students Lau Tsz-kei He said his political awakening came in 2012 , when he took part in a protest against compulsory national education for public schools , intended to strengthen “ national identity awareness ” and nurture patriotism towards China .",1,0.6,5,train_10
train_10_110,"Two years later , he took part in the pro-democracy Occupy protests .",0,1,5,train_10
train_10_111,Lau cited students storming a meeting room back in 2015 to protest against Chin ’ s appointment following a short consultation held during the exam period .,1,0.6,5,train_10
train_10_112,"Looking back at the Mandarin furore , the Year One social science student said he was sorry that his attitude during the standoff could have made it harder for students to speak up in future , as they might worry about getting suspended themselves .",1,0.6,5,train_10
train_10_113,"He said the university ’ s senate would discuss the Mandarin requirement at its next meeting on February 12 , and that he believed school bosses ’ willingness to review it was the fruit of their protest .",1,0.6,5,train_10
train_10_114,"Vijayan was speaking at a protest meeting against the report , convened by the party at nearby Kodencherry in the district .",1,0.6,5,train_10
train_10_115,Veterans Slam Government for Shifting Goalpost 04th September 2015 04:21 AM NEW DELHI : Deadlock over the ‘ One rank One Pension ’ ( OROP ) scheme persisted on Thursday with agitating ex-servicemen accusing the government of “ constantly shifting the goalpost ” and not coming out with any “ concrete proposal ” to resolve the issue .,1,0.8,5,train_10
train_10_116,"” On their protest rally in Bihar , Captain V K Gandhi ( Retd ) , general secretary of Indian Ex - Servicemen Movement , said , “ We are not taking a political stand .",0,1,5,train_10
train_10_117,"The veterans , whose agitation entered the 81st day on Thursday , said the government sent seven mediators to talk to them but all had come with “ different concessions ” .",1,0.8,5,train_10
train_10_118,"PAU staffs hunger strike continues - Indian Express Express News Service , Express News Service : Ludhiana , Tue Dec 22 2009 , 04:49 hrs The chain hunger strike against the state government by the PAU Employees and Teachers Joint Forum continued on eleventh day today The employees are agitating against the negative attitude of the state government and the university administration for not providing funds for implementng the revised pay scales from August 2009 .",1,0.8,5,train_10
train_10_119,"Govt warns striking truckers - Indian Express ENS Economic Bureau , ENS Economic Bureau : New Delhi , Tue Jan 06 2009 , 00:42 hrs The government has refused to bow down to the demands of striking truckers and is considering strict action if essential services are not restored by the members of the All India Motor Transport Congress ( AIMTC ) in the next few days .",1,0.6,5,train_10
train_10_120,"According to a statement by the union transport secretary Brahm Dutt , "" If truckers continue with the strike , then the law of the land will take its course .",1,0.6,5,train_10
train_10_121,""" The strike comes at a time when the government has just managed some cushion on the inflation front , which has finally started on a downward trend .",0,0.75,4,train_10
train_10_122,"While Tamil Nadu , Andhra Pradesh , Maharshtra , Haryana and Punjab are actively participating in the strike , Bihar , Northeast states and Kerala have refused to join them as they claim that they are truck owners and not transporters like the AIMTC members .",1,0.8,5,train_10
train_10_123,"Truckers in Bihar have refused to join the strike , saying that it hampers progress .",1,0.75,4,train_10
train_10_124,"Demands made in the July strike have all been met by the government and there is no reason why they should go on strike within such a short period , "" road transport secretary said at a press conference in Delhi on Monday .",1,0.6,5,train_10
train_10_125,"The first challenge , ironically , was not how to deal with Beijing officials but how to react to the activities of one of their own : radical "" Long Hair "" Leung Kwok-hung , who headed home after being told he could not cross the border with slogans and T-shirts with messages seeking the vindication of the 1989 democracy protests .",1,0.6,5,train_10
train_10_126,"Whether he managed to get into Shanghai or not , his confrontation with customs officials and high-profile protest were seen by all .",0,1,5,train_10
train_10_127,"Crackers , drumbeats welcome Rahul ascendancy to Vice President 19th January 2013 09:25 PM Hundreds of Youth Congress and NSUI supporters Saturday welcomed the elevation of Rahul Gandhi as the Congress Vice President by bursting crackers and beating drums outside the venue of the ' Chintan Shivir ' here .",1,0.6,5,train_10
train_10_128,The celebrations by the National Students Union of India and Youth Congress workers had started prior to the official declaration of his number two position .,0,0.8,5,train_10
train_10_129,"We are celebrating and bursting fire crackers , "" Vamshi , a Youth Congress member from Andhra Pradesh told IANS outside the Birla Auditorium , the venue of the ' Chintan Shivir ' .",0,1,5,train_10
train_10_130,"Earlier Saturday , firecrackers were set off also outside the 10 , Janpath residence of Congress chief Sonia Gandhi in New Delhi in anticipation of Rahul Gandhi being given a prominent role in the party 's affairs .",1,0.6,5,train_10
train_10_131,"Student support not needed for disciplinary code review , HKU governing council says Working group ’ s comment counters suggestion by review panel in aftermath of student protests over controversial issues PUBLISHED : Thursday , 29 June , 2017 , 3:33pm ‘ Independence debate should be fair game on campus ’ 28 Nov 2017 The governing body of the University of Hong Kong has said it will not let students stand in the way if it has to review the disciplinary code addressing violence at protests on campus .",1,0.6,5,train_10
train_10_132,The controversial issue has previously led to violent disruptions at the council ’ s meetings last year .,1,0.8,5,train_10
train_10_133,"In January 2016 , hundreds of students and protesters broke into a council meeting , some jumping on tables , and blocking the exit of members .",0,0.6,5,train_10
train_10_134,"Striking miners of Village Main Reef 's Consolidated Murchison Mine ( ConsMurch ) antimony/gold mine in Phalaborwa , Limpopo , are set to lose their jobs .",1,0.6,5,train_10
train_10_135,The company obtained a court interdict on Wednesday permitting it to dismiss over 900 miners who have embarked on an unprotected strike .,1,0.8,5,train_10
train_10_136,The unprotected strike began as a sit-in by about 100 miners on July 12 .,0,0.8,5,train_10
train_10_137,It said the miners had illegally blocked access to the mine ’ s Monarch Decline Shaft and endangering both assets and their own lives .,0,0.6,5,train_10
train_10_138,`` These employees are in effective control of the shaft and are preventing negotiators from accessing the underground employees . '',0,0.8,5,train_10
train_10_139,The company said negotiations were continuing between management and NUM officials with in a bid to bring an end to the strike .,1,0.5,4,train_10
train_10_140,Rise against Rights Violation in Tibet : Monk 09th September 2011 03:10 AM CHENNAI : Freedom for Tibet from Chinese clutches was the only slogan that filled the air as students from Tibet and eleven monks from Gaden Jangtse Monastery in Karnataka gathered in Chennai to protest the death of monks and the recent self immolation by a young monk in Tibet .,1,0.6,5,train_10
train_10_141,"On August 15 , Tsewang Norbu ( 29 ) , a monk from Nyatso Monastery in Tibet , in an act of desperation , and helplessness , committed self immolation to bring to focus the increasing human rights crisis in Tibet under Chinese rule .",1,0.8,5,train_10
train_10_142,"Lobsang Jampa , a monk from Gaden Jangtse Monastery who participated in the hunger fast , gave a curtain call to fellow Tibetians : “ This act of self immolation by the young monk mirrors the pathetic state of affairs in Tibet .",0,0.8,5,train_10
train_10_143,We cannot remain mute spectators while our brothers and sisters in Tibet suffer everyday under the Chinese rule . ” The Chennai fast is part of a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India in an effort to internationalise the worsening human rights situation in Tibet .,1,0.75,4,train_10
train_10_144,The Chennai fast was supported by the Tibetan Students Association of Madras ( TSAM ) .,0,1,5,train_10
train_10_145,"Rinchem Namgyal , President of TSAM , said , “ This hunger fast is an effort to internationalise the plight of our people who are suffering under the Chinese regime .",1,0.6,5,train_10
train_10_146,"Lucknow : Farmers protest for toll free travel spreads December 07 , 2012 00:00 IST The protests by famers in Uttar Pradesh led by the Bharatiya Kisan Union ( BKU ) , seeking free access at all toll bridges in the state , is spreading fast and wide .",1,0.6,5,train_10
train_10_147,"On Wednesday , they took over the Gorakhpur toll plaza and opened it for free to all vehicles .",0,0.8,5,train_10
train_10_148,They also seized the Sivayan toll plaza on national highway 58 .,0,1,5,train_10
train_10_149,They are already holding on to the Dasna toll plaza for the fourth day .,0,1,5,train_10
train_10_150,The union also holds the Shahjahanpur toll plaza .,0,1,4,train_10
train_10_151,The farmers have been protesting against the toll tax on the Yamuna Expressway for more than a month and say that it was just a matter of time before they lay seize of toll plazas across the state .,0,0.8,5,train_10
train_10_152,"Xinjiang , a massive north-western region bordering several central Asian states , has seen an explosion of ethnic violence in recent months — mainly mass stabbings , bombings and vehicular attacks perpetrated by Uighurs , a predominantly Muslim group of eight million , against majority Han Chinese .",0,0.6,5,train_10
train_10_153,"Uighur activists call the attacks a reflection of homegrown grievances , including severe cultural and religious restrictions .",0,0.6,5,train_10
train_10_154,Authorities denied him food for 10 days in March after a band of knife-wielding Uighurs executed a brutal terror attack at a southern Chinese train station .,1,1,5,train_10
train_10_155,"Authorities have accused Tohti of playing a role in inciting numerous violent incidents , including a “ terror attack ” near the desert city Kashgar last spring which killed 21 people , and an attack on a police station in Lukqun , a nearby town of 30,000 people , that left dozens of people dead last June .",1,0.8,5,train_10
train_10_156,"The ANC in the North West has threatened to take action against unruly members who disrupted a provincial executive committee ( PEC ) meeting , the party said on Thursday .",1,0.8,5,train_10
train_10_157,North West ANC spokesman Kenny Morolong said members protested on Sunday against the `` recall '' of two mayors who allegedly contravened ANC policies and were involved in acts of corruption .,1,0.6,5,train_10
train_10_158,`` We did not know about the disruptions outside .,0,1,5,train_10
train_10_159,"It did not have any affect on the progress of the meeting , '' Morolong said .",0,1,5,train_10
train_10_160,Mantashe told the Sowetan newspaper that he did not regard the protest as a disruption .,0,1,5,train_10
train_10_161,"`` There were demonstrations outside , but the meeting of the PEC continued , '' he said .",0,1,5,train_10
train_10_162,Morolong said another group of ANC members would also face disciplinary measures after it disrupted a meeting on Wednesday .,1,1,5,train_10
